policyNumber,policyTitle,uriPolicyId,ombPolicyId,policyType,policyIssuanceYear,policySunset,reqId,issuingBody,policySection,policySubSection,reqText,verb,Impacted Entity,reqDeadline,citation,Acquisition/Contracts (Keywords),Human Capital (Keywords),Cloud (Keywords),Data Centers (Keywords),Cybersecurity (Keywords),Privacy (Keywords),Shared Services (Keywords),IT Project Management (Keywords),Software (Keywords),Digital Services (Keywords),Mobile (Keywords),Hardware/Government Furnished Equipment (GFE) (Keywords),"IT Transparency (Open Data, FOIA, Public Records, etc.) (Keywords)",Agency Statistics (Keywords),Customer Services (Keywords),Governance (Keywords),Financial Systems (Keywords),Budget (Keywords),Governance - Org Structure (Keywords),Governance - Implementation (Keywords),Data Management/Standards (Keywords),Definitions (Keywords),Reporting (Keywords),Other (Keywords)
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.441,Office of Management and Budget (OMB),Appendix II ,Risk Management Framework,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix II  ; Risk Management Framework ; Review authorization packages for information systems that involve PII. The SAOP shall review authorization packages for information systems that create, collect, use, process, store, maintain, disseminate, disclose, or dispose of PII to ensure compliance with applicable privacy requirements and manage privacy risks, prior to authorizing officials making risk determination and acceptance decisions.",shall,All CFO Act Agencies,None specified,None specified,,,,,,x,,,,,,,,,,,,,,,,,,
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.442,Office of Management and Budget (OMB),Appendix II ,Risk Management Framework,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix II  ; Risk Management Framework ; Encrypt moderate-impact and high-impact information. Agencies shall encrypt all NIST FIPS Publication 199 moderate-impact and high-impact information at rest and in transit, unless encrypting such information is technically infeasible or would demonstrably affect the ability of agencies to carry out their respective missions, functions, or operations; and the risk of not encrypting is accepted by the authorizing official and approved by the agency CIO, in consultation with the SAOP (as appropriate).",shall,All CFO Act Agencies,None specified,None specified,,,,,,x,,,,,,,,,,,,,,,X,,,
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.443,Office of Management and Budget (OMB),Appendix II ,Managing PII Collected for Statistical Purposes Under a Pledge of Confidentiality,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix II  ; Managing PII Collected for Statistical Purposes Under a Pledge of Confidentiality ; information acquired by an agency or component under a pledge of confidentiality[1] and for exclusively statistical purposes shall be used by officers, employees, or agents of the agency exclusively for statistical purposes",shall,All CFO Act Agencies,None specified,None specified,,,,,,x,,,,,,,,,,,,,,,X,,,
6,Managing Information as a Strategic Resource,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a130/a130revised.pdf,A-130,Circular,7/27/2016,None specified,6.444,Office of Management and Budget (OMB),Appendix II ,Managing PII Collected for Statistical Purposes Under a Pledge of Confidentiality,"[The following is language from OMB Circular A-130, follow link for full document] ; Appendix II  ; Managing PII Collected for Statistical Purposes Under a Pledge of Confidentiality ; As defined in the Confidential Information Protection and Statistical Efficiency Act of 2002 (CIPSEA), statistical purpose refers to the description, estimation, or analysis of the characteristics of groups, without identifying the individuals or organizations that comprise such groups; it includes the development, implementation, or maintenance of methods, technical or administrative procedures, or information resources that support such purposes. These agencies and components shall protect the integrity and confidentiality of this information against unauthorized access, use, disclosure, modification, or destruction throughout the life cycle of the information.  Further, these agencies and components shall adhere to legal requirements and should follow best practices for protecting the confidentiality of data, including training their employees and agents, and ensuring the physical and information system security of confidential information. ",shall,All CFO Act Agencies,None specified,None specified,,,,,,x,,,,,,,,,,,,,,,X,,,
7,Financial Reporting Requirements,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a136/a136_revised_2014.pdf,A-136 Revised,Circular,8/4/2015,NA,7.01,Office of Management and Budget (OMB); Chief Financial Officers Council (CFOC),I. General Information,I.5 Submission Deadlines,"PARs, AFRs, and Annual Management Reports. Agencies and Government Corporations will submit their final Performance and Accountability Reports (PAR), Agency Financial Reports (AFR), or Annual Management Reports (as described in the Government Corporations Control Act) to OMB, GAO, and the Congress by 6 p.m. EST on November 15th of the fiscal year following the fiscal year that is being reported. If November 15th falls on the weekend or holiday, the due date will automatically move to the next business day. Agencies and Government Corporations will submit a draft of the PAR, AFR, or Annual Management Reports to OMB’s Office of Federal Financial Management (OFFM) and the appropriate Resource Management Office (RMO) 10 working days before issuing the final PAR, AFR, or Annual Management Report. This draft should include all sections of the PAR, AFR, or Annual Management Report except the audit report if it is not available at that time. Agencies should provide their draft audit report to OMB as soon as it is available. The final reports should be posted to the agencies’ website the same day the report is submitted to OMB, GAO, and the Congress. If on this day a report is not compliant with Section 508 of the Rehabilitation Act of 1973, as amended (29 U.S.C. 794d), the agency must post the 508-compliant version of the final report to its website no later than 15 calendar days later. The final report’s website location must be clearly identified on the agency’s homepage.",Will submit; Should; Must,Agencies; Government Corporations,By 6 PM on November 15 of every FY; Draft due 10 working days before November 15th,"Government Corporations Control Act; Section 508, Rehabilitation act of 1973, 29 U.S.C 794d",,,,,,,,,,,,,,,,,X,,,,,,X,
7,Financial Reporting Requirements,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a136/a136_revised_2014.pdf,A-136 Revised,Circular,8/4/2015,NA,7.02,Office of Management and Budget (OMB); Chief Financial Officers Council (CFOC),I. General Information,I.5 Submission Deadlines,"Summary of Performance and Financial Information. Non-CFO Act agencies that produce an Annual Performance Report (APR) and AFR and all CFO Act Agencies must submit a Summary of Performance and Financial Information to OMB by February 15th of the fiscal year following the fiscal year that is being reported. If February 15th falls on the weekend or holiday, the due date will automatically move to the next business day.",Must,CFO Act Agencies,By Feb 15 of every FY.,NA,,,,,,,,,,,,,,,,,X,,,,,,X,
7,Financial Reporting Requirements,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a136/a136_revised_2014.pdf,A-136 Revised,Circular,8/4/2015,NA,7.03,Office of Management and Budget (OMB); Chief Financial Officers Council (CFOC),I. General Information,I.5 Submission Deadlines,"Interim Financial Statements. Agencies will submit unaudited interim financial statements to OMB 21 business days after the end of the third quarter of the fiscal year.

Agencies should include management’s explanation of significant variances in types or amounts of assets, liabilities, costs, revenues, obligations, and outlays along with their financial statements (see Section IV.3 [page 170] for details). Also, see item 5 of Section IV.3 for details for the additional required analysis between the Statement of Budgetary Resources (SBR) and the Report on Budget Execution (SF 133) due to OMB 45 calendar days after the end of third quarter and year-end.",Will submit; Should; Must,All Agencies,Within 21 days after the end of the third quarter of the FY; Within 45 days after the end of third quarter and year-end,NA,,,,,,,,,,,,,,,,,X,,,,,,X,
7,Financial Reporting Requirements,https://www.whitehouse.gov/sites/default/files/omb/assets/OMB/circulars/a136/a136_revised_2014.pdf,A-136 Revised,Circular,8/4/2015,NA,7.04,Office of Management and Budget (OMB); Chief Financial Officers Council (CFOC),I. General Information,I.6 Submission Format and Contact Information,"Interim Reports. Agencies are required to use the MAX Federal Community to submit their interim financial statements to OMB (See Appendix B). To access the MAX Federal Community request a MAX ID at https://max.omb.gov/maxportal/registrationForm.do . MAX IDs are open to any Executive branch government employee or contractor supporting a government organization using the MAX Federal Community. Specific procedures for using the MAX Federal Community to submit draft and final reports are located at https://max.omb.gov/community/x/hJn1Iw.

Draft Reports. Agencies are required to submit their draft reports (i.e., PARs, AFRs, Annual Management Reports, etc.) to OMB electronically (using the MAX Federal Community).

Final Reports. Offices of the CFO should submit their final reports (i.e., PARs, AFRs, Annual Management Reports, etc.) to OMB (using the MAX Federal Community), Treasury (Main), Bureau of the Fiscal Service (Fiscal Service), and the Government Accountability Office (GAO) using the contact information provided in Appendix B. Furthermore, agencies should submit their final reports to Congress.1 Reports are final when their electronic files include all required signatures.",Are required; Should,All Agencies,Various,NA,,,,,,,,,,,,,,,,,X,,,,,,X,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.01,Office of Management and Budget (OMB),Background,2. What is the National Spatial Data Infrastructure (NSDI)?,"2. What is the National Spatial Data Infrastructure (NSDI)? - International compatibility is an important aspect of the NSDI. Federal agencies will develop their international spatial data in compliance with international voluntary consensus standards, as defined by Circular A-119.",will,All Government Offices,None specified,A-119,,,,,,,X,,,,,,x,,X,,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.02,Office of Management and Budget (OMB),Background,2. What is the National Spatial Data Infrastructure (NSDI)?,"2. What is the National Spatial Data Infrastructure (NSDI)? - This set of data consists of themes of national significance (see Appendix E). Themes providing the core, most commonly used set of base data are known as framework data, specifically geodetic control, orthoimagery, elevation and bathymetry, transportation, hydrography, cadastral, and governmental units. Other themes of national significance are also an important part of the NSDI, and must be available to share with others. Additional data themes may be added with the approval of the FGDC.",N/A,All Government Offices,None specified,None specified,,,,,,,X,,,,,,x,,X,,,,,,X,X,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.03,Office of Management and Budget (OMB),Background,2. What is the National Spatial Data Infrastructure (NSDI)?,2. What is the National Spatial Data Infrastructure (NSDI)? - All spatial data collected or derived directly or indirectly using federal funds will have FGDC metadata.,N/A,All Government Offices,None specified,None specified,,,,,,,X,,,,,,,,X,,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.04,Office of Management and Budget (OMB),Background,2. What is the National Spatial Data Infrastructure (NSDI)?,"2. What is the National Spatial Data Infrastructure (NSDI)? - All spatial data collected by federal agencies or their agents, as described in section 5, will be made available through the Clearinghouse. Spatial data users will have access to the NSDI through the National Spatial Data Clearinghouse.",will,All Government Offices,None specified,None specified,,,,,,,X,,,,,,x,,X,,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.05,Office of Management and Budget (OMB),Background,2. What is the National Spatial Data Infrastructure (NSDI)?,"2. What is the National Spatial Data Infrastructure (NSDI)? - Standards are common and repeated rules, conditions, guidelines or characteristics for data, and related processes, technology and organization. To broaden the global use of federal data and services, international standards and protocols must be used. NSDI is made possible by the universal use of standards and protocols for data development, documentation, exchange, and geospatial services.",must,All Government Offices,None specified,None specified,,,,,,,X,,,,,,X,,X,,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.06,Office of Management and Budget (OMB),Background,2. What is the National Spatial Data Infrastructure (NSDI)?,"2. What is the National Spatial Data Infrastructure (NSDI)? - No federal funds will be used directly or indirectly for the development of spatial data not complying with NSDI standards, as specified by FGDC.",will,All Government Offices,None specified,None specified,,,,,,,X,,,,,,,,,X,,X,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.07,Office of Management and Budget (OMB),Background,2. What is the National Spatial Data Infrastructure (NSDI)?,"2. What is the National Spatial Data Infrastructure (NSDI)? - Federal agencies will promote and fully utilize partnerships that promote cost-effective data collection, documentation, maintenance, distribution, and preservation strategies, and that leverage federal and other resources. New collaborative efforts and partnerships are encouraged.",will; are encouraged,All Government Offices,None specified,None specified,,,,,,,X,,,,,,,,X,X,,X,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.08,Office of Management and Budget (OMB),Background,2. What is the National Spatial Data Infrastructure (NSDI)?,2. What is the National Spatial Data Infrastructure (NSDI)? - Federal agencies and the FGDC carry out the activities required to implement their responsibilities as described in section 8 of this Circular. Agencies will provide or develop the required technology and services required to enable and provide access to NSDI data and information. The OMB will work with affected budget offices to provide appropriate resources in support of these activities.,will,All CFO Act Agencies,None specified,None specified,,,,,,,X,,,,,,x,,X,,,X,,X,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.09,Office of Management and Budget (OMB),Background,4. What is the Federal Geographic Data Committee (FGDC)? ,4. What is the Federal Geographic Data Committee (FGDC)?  - The Department of the Interior will provide administrative support to the FGDC.,will,DOI,None specified,None specified,,,,,,,X,,,,,,,,X,x,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.1,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - In order to use federal resources wisely, and to build the NSDI, all agencies that collect, use, or disseminate geographic information and/or carry out related spatial data activities will, both internally and through their activities involving partners, grants, and contracts:

(1) Prepare, maintain, publish, and implement a strategy for advancing geographic information and related spatial data activities appropriate to their mission, in support of the NSDI Strategy. Annually report to OMB on your achievements relative to you strategies, and include spatial data assets within Exhibit 300 submissions (see OMB Circular A-11, sec. 300).",will,All CFO Act Agencies,None specified,A-11,,,,,,,X,,,,,,,,X,,,X,,X,X,,X,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.11,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - In order to use federal resources wisely, and to build the NSDI, all agencies that collect, use, or disseminate geographic information and/or carry out related spatial data activities will, both internally and through their activities involving partners, grants, and contracts:

(2) Collect, maintain, disseminate, and preserve spatial information such that the resulting data, information, or products can be readily shared with other federal agencies and non-federal users, and promote data integration between all sources. Ensure that data information products and other records created in spatial data activities are included on agency record schedules that have been approved by the National Archives and Records Administration. These activities will adhere to appropriate standards and be conducted in accordance with existing regulations.",will,All CFO Act Agencies,None specified,None specified,,,,,,,X,,,,,,x,,X,,,,,X,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.12,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - In order to use federal resources wisely, and to build the NSDI, all agencies that collect, use, or disseminate geographic information and/or carry out related spatial data activities will, both internally and through their activities involving partners, grants, and contracts:

(3) Allocate agency resources to fulfill the responsibilities of effective spatial data collection, production, and stewardship.",will,All CFO Act Agencies,None specified,None specified,,,,,,,X,,,,,,,,,,,,,X,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.13,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - In order to use federal resources wisely, and to build the NSDI, all agencies that collect, use, or disseminate geographic information and/or carry out related spatial data activities will, both internally and through their activities involving partners, grants, and contracts:

(4) Use FGDC data standards, FGDC Content Standards for Digital Geospatial Metadata, and other appropriate standards, documenting spatial data with the relevant metadata, and making metadata available online through a registered NSDI-compatible Clearinghouse node.",will,All CFO Act Agencies,None specified,None specified,,,,,,,X,,,,,,x,,,,,,,X,X,,X,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.14,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - In order to use federal resources wisely, and to build the NSDI, all agencies that collect, use, or disseminate geographic information and/or carry out related spatial data activities will, both internally and through their activities involving partners, grants, and contracts:

(5) Coordinate and work in partnership with federal, state, tribal and local government agencies, academia and the private sector to efficiently and cost-effectively collect, integrate, maintain, disseminate, and preserve spatial data, building upon local data wherever possible.",will,All CFO Act Agencies,None specified,None specified,,,,,,,X,,,,,,,,X,,,,,X,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.15,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - In order to use federal resources wisely, and to build the NSDI, all agencies that collect, use, or disseminate geographic information and/or carry out related spatial data activities will, both internally and through their activities involving partners, grants, and contracts:

(6) Use spatial information to enhance electronic government initiatives, to make federal spatial information and services more useful to citizens, to enhance operations, to support decisionmaking, and to enhance reporting to the public and to the Congress.",will,All CFO Act Agencies,None specified,None specified,,,,,,,X,,,,,,x,,X,,,,,X,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.16,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - In order to use federal resources wisely, and to build the NSDI, all agencies that collect, use, or disseminate geographic information and/or carry out related spatial data activities will, both internally and through their activities involving partners, grants, and contracts:

(7) Protect personal privacy and maintain confidentiality fully consistent with federal policy and law.",will,All CFO Act Agencies,None specified,None specified,,,,,,x,X,,,,,,X,,,,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.17,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - In order to use federal resources wisely, and to build the NSDI, all agencies that collect, use, or disseminate geographic information and/or carry out related spatial data activities will, both internally and through their activities involving partners, grants, and contracts:

(8) Support emergency response activities requiring spatial data in accordance with provisions of the Stafford Act and other governing legislation.",will,All CFO Act Agencies,None specified,Stafford Act,,,,,,,X,,,,,,,,X,,,,X,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.18,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - In order to use federal resources wisely, and to build the NSDI, all agencies that collect, use, or disseminate geographic information and/or carry out related spatial data activities will, both internally and through their activities involving partners, grants, and contracts:

(9) Participate in determining, when applicable, whether data declassified pursuant to Executive Order 12951 can contribute to and become a part of the NSDI.",will,All CFO Act Agencies,None specified,E.O. 12951,,,,,,X,X,,,,,,X,,,X,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.19,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - In order to use federal resources wisely, and to build the NSDI, all agencies that collect, use, or disseminate geographic information and/or carry out related spatial data activities will, both internally and through their activities involving partners, grants, and contracts:

(10) Search all sources, including the National Spatial Data Clearinghouse, to determine if existing federal, state, local or private data meets agency needs before expending funds for data collection.",will,All CFO Act Agencies,None specified,None specified,,,,,,,X,,,,,,,,,X,,X,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.2,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - In order to use federal resources wisely, and to build the NSDI, all agencies that collect, use, or disseminate geographic information and/or carry out related spatial data activities will, both internally and through their activities involving partners, grants, and contracts:
(11) Appoint a contact to coordinate with lead agencies for collection, acquisition, maintenance, or dissemination of the spatial data themes used by their organization.",will,All CFO Act Agencies,None specified,None specified,,,,,,,X,x,,,,,,,,X,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.21,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - All Information Technology systems which process spatial data should identify planned investments for spatial data and compliance with FGDC standards within the Exhibit 300 capital asset and business plan submission (see OMB Circular A-11, sec. 300).",should,All CFO Act Agencies,None specified,A-11,,,,,,,X,,,,,,,,,X,,X,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.22,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - d. What are the responsibilities of lead federal agencies for the NSDI data themes? (1) Provide leadership and facilitate the development and implementation of needed FGDC standards, especially a data content standard for each data theme. Agencies will assess existing standards, identify anticipated or needed data standards, and develop a plan to originate and implement needed standards with relevant community and international practices in accordance with OMB Circular A-119, consistent with or included in the plan described in section 8.d.(2) below.",will,All CFO Act Agencies,None specified,A-119,,,,,,,X,,,,,,,,,x,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.23,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - d. What are the responsibilities of lead federal agencies for the NSDI data themes? (2) Provide leadership and facilitate the development and implementation of a plan for nationwide population of each data theme. Plans will include the development of partnership programs with States, Tribes, academia, the private sector, other federal agencies, and localities that meet the needs of users, address human and financial resource needs, identify needs for standards, metadata, and the Clearinghouse, and advance a timetable for the development of NSDI data themes.",Provide; will,All CFO Act Agencies,None specified,None specified,,X,,,,,X,,,,,,,,X,x,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.24,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - d. What are the responsibilities of lead federal agencies for the NSDI data themes? (3) Under section 8.a of this Circular, will prepare goals that support the NSDI strategy and, as needed, collect and analyze information from users about their needs for spatial data, including these in strategies related to their theme responsibilities.",will,All CFO Act Agencies,None specified,None specified,,X,,,,,X,,,,,,,x,X,X,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.25,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - d. What are the responsibilities of lead federal agencies for the NSDI data themes? (4) Administratively:
(a) Designate a point of contact within the lead agency who will be responsible for development, maintenance, coordination, and dissemination of data using the National Spatial Data Clearinghouse;",designate,All CFO Act Agencies,None specified,None specified,,X,,,,,X,,,,,,,,,,,,X,,X,X,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.26,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - d. What are the responsibilities of lead federal agencies for the NSDI data themes? (4) Administratively:
(b) Provide a performance report, at least annually, that documents data theme activities and implementation status, including progress toward goals identified in 8.d.(1), 8.d.(2) and 8.d.(3) above.",provide,All CFO Act Agencies,None specified,None specified,,,,,,,X,,,,,,x,x,,,,,X,,X,X,X,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.27,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - d. What are the responsibilities of lead federal agencies for the NSDI data themes? (4) Administratively:
(c) Publish maps or comparable graphics online showing the current extent and status of the spatial data themes for which they have the lead, and encourage all other sources of data for those same themes to provide access to their data through the Clearinghouse. Leads will coordinate with those in charge of the Clearinghouse and always use FGDC specified Web mapping conventions; and",Publish; will,All CFO Act Agencies,None specified,None specified,,,,,,,X,,,,,,x,,X,,,,,,X,X,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.28,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - d. What are the responsibilities of lead federal agencies for the NSDI data themes? (4) Administratively:
(d) Identify and publish proven practices for the use and application of agency data sets.",Identify; publish,All CFO Act Agencies,None specified,None specified,,,,,,,X,,,,,,x,,,X,,,,,X,,X,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.29,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - The FGDC will:
(a) Prepare and maintain a strategic plan for the development and implementation of the NSDI.",will,"USDA, DOC, DoD, DOE, HHS, HUD, DOI, DOJ, State, DOT, EPA, FEMA, GSA, NARA, NASA, NSF, Other",None specified,None specified,,,,,,,X,,,,,,,,,,,,,X,X,,X,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.3,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - The FGDC will:
(b) Serve as the lead federal executive body charged with the leadership, development, implementation, and review of spatial data standards, the NSDI Clearinghouse network, and a plan for federal agencies responsible for the NSDI Framework and other data themes to collect and provide broad access to spatial data assets.",will,"USDA, DOC, DoD, DOE, HHS, HUD, DOI, DOJ, State, DOT, EPA, FEMA, GSA, NARA, NASA, NSF, Other",None specified,None specified,,,,,,,X,,,,,,X,,X,,,,X,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.31,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - The FGDC will:
(c) Communicate with and foster communication among federal agencies and others concerning spatial data technology development, transfer, and exchange.",will,"USDA, DOC, DoD, DOE, HHS, HUD, DOI, DOJ, State, DOT, EPA, FEMA, GSA, NARA, NASA, NSF, Other",None specified,None specified,,,,,,,X,,,,,,,,,X,,,,,X,,,
8,Coordination of Geographic Information and Related Spatial Data Activities,https://www.whitehouse.gov/omb/circulars_a016_rev,A-16 Revised,Circular,11/10/2010,None specified,8.32,Office of Management and Budget (OMB),Agency Responsibilities and Reporting Requirements\,8. What are the federal responsibilities?,"8. What are the federal responsibilities? - The FGDC will:
(d) Promote and guide cooperation and coordination among federal, state, tribal and local government agencies, academia and the private sector in the collection, production, sharing and use of spatial information, the implementation of the NSDI, and the identification of proven practices.",will,"USDA, DOC, DoD, DOE, HHS, HUD, DOI, DOJ, State, DOT, EPA, FEMA, GSA, NARA, NASA, NSF, Other",None specified,None specified,,,,,,,X,,,,,,,,X,X,,,,,X,,,
